time,open,high,low,close,Volume
2026-01-01T00:00:00+00:00,1.26500,1.26500,1.26484,1.26491,1070
2026-01-01T00:15:00+00:00,1.26491,1.26491,1.26451,1.26454,2946
2026-01-01T00:30:00+00:00,1.26454,1.26501,1.26454,1.26501,2218
2026-01-01T00:45:00+00:00,1.26501,1.26523,1.26479,1.26487,1934
2026-01-01T01:00:00+00:00,1.26487,1.26512,1.26487,1.26498,1420
2026-01-01T01:15:00+00:00,1.26498,1.26498,1.26456,1.26487,1650
2026-01-01T01:30:00+00:00,1.26487,1.26509,1.26487,1.26505,1748
2026-01-01T01:45:00+00:00,1.26505,1.26505,1.26432,1.26432,1766
2026-01-01T02:00:00+00:00,1.26432,1.26432,1.26362,1.26362,2699
2026-01-01T02:15:00+00:00,1.26362,1.26407,1.26362,1.26381,1342
2026-01-01T02:30:00+00:00,1.26381,1.26381,1.26346,1.26353,1158
2026-01-01T02:45:00+00:00,1.26353,1.26428,1.26353,1.26428,1905
2026-01-01T03:00:00+00:00,1.26428,1.26429,1.26414,1.26429,1327
2026-01-01T03:15:00+00:00,1.26429,1.26429,1.26381,1.26393,1787
2026-01-01T03:30:00+00:00,1.26393,1.26393,1.26330,1.26330,1582
2026-01-01T03:45:00+00:00,1.26330,1.26368,1.26330,1.26359,1381
2026-01-01T04:00:00+00:00,1.26359,1.26392,1.26359,1.26392,970
2026-01-01T04:15:00+00:00,1.26392,1.26406,1.26388,1.26394,1778
2026-01-01T04:30:00+00:00,1.26394,1.26416,1.26379,1.26416,1263
2026-01-01T04:45:00+00:00,1.26416,1.26452,1.26416,1.26448,774
2026-01-01T05:00:00+00:00,1.26448,1.26451,1.26434,1.26434,1318
2026-01-01T05:15:00+00:00,1.26434,1.26478,1.26434,1.26478,2008
2026-01-01T05:30:00+00:00,1.26478,1.26524,1.26469,1.26524,2151
2026-01-01T05:45:00+00:00,1.26524,1.26524,1.26506,1.26517,1186
2026-01-01T06:00:00+00:00,1.26517,1.26566,1.26510,1.26556,1939
2026-01-01T06:15:00+00:00,1.26556,1.26667,1.26556,1.26667,2273
2026-01-01T06:30:00+00:00,1.26667,1.26672,1.26661,1.26661,1623
2026-01-01T06:45:00+00:00,1.26661,1.26674,1.26573,1.26573,2053
2026-01-01T07:00:00+00:00,1.26573,1.26689,1.26573,1.26602,2440
2026-01-01T07:15:00+00:00,1.26602,1.26613,1.26457,1.26457,2102
2026-01-01T07:30:00+00:00,1.26457,1.26457,1.26378,1.26378,2286
2026-01-01T07:45:00+00:00,1.26378,1.26385,1.26331,1.26331,1422
2026-01-01T08:00:00+00:00,1.26331,1.26331,1.26269,1.26290,3055
2026-01-01T08:15:00+00:00,1.26290,1.26324,1.26280,1.26324,1610
2026-01-01T08:30:00+00:00,1.26324,1.26412,1.26324,1.26412,1663
2026-01-01T08:45:00+00:00,1.26412,1.26412,1.26317,1.26326,1864
2026-01-01T09:00:00+00:00,1.26326,1.26380,1.26326,1.26348,2137
2026-01-01T09:15:00+00:00,1.26348,1.26348,1.26327,1.26333,1776
2026-01-01T09:30:00+00:00,1.26333,1.26333,1.26305,1.26305,1201
2026-01-01T09:45:00+00:00,1.26305,1.26326,1.26305,1.26313,1578
2026-01-01T10:00:00+00:00,1.26313,1.26313,1.26302,1.26312,1415
2026-01-01T10:15:00+00:00,1.26312,1.26314,1.26291,1.26314,1707
2026-01-01T10:30:00+00:00,1.26314,1.26319,1.26306,1.26306,1201
2026-01-01T10:45:00+00:00,1.26306,1.26323,1.26289,1.26289,593
2026-01-01T11:00:00+00:00,1.26289,1.26303,1.26284,1.26303,902
2026-01-01T11:15:00+00:00,1.26303,1.26316,1.26299,1.26314,1386
2026-01-01T11:30:00+00:00,1.26314,1.26326,1.26291,1.26291,2186
2026-01-01T11:45:00+00:00,1.26291,1.26313,1.26255,1.26258,1615
2026-01-01T12:00:00+00:00,1.26258,1.26258,1.26236,1.26236,1477
2026-01-01T12:15:00+00:00,1.26236,1.26258,1.26214,1.26214,2027
2026-01-01T12:30:00+00:00,1.26214,1.26233,1.26190,1.26233,2268
2026-01-01T12:45:00+00:00,1.26233,1.26233,1.26153,1.26186,1310
2026-01-01T13:00:00+00:00,1.26186,1.26193,1.26075,1.26075,1530
2026-01-01T13:15:00+00:00,1.26075,1.26111,1.26074,1.26074,913
2026-01-01T13:30:00+00:00,1.26074,1.26102,1.25984,1.26074,1538
2026-01-01T13:45:00+00:00,1.26074,1.26132,1.26052,1.26132,1634
2026-01-01T14:00:00+00:00,1.26132,1.26132,1.26050,1.26050,1818
2026-01-01T14:15:00+00:00,1.26050,1.26085,1.26050,1.26073,2261
2026-01-01T14:30:00+00:00,1.26073,1.26073,1.26025,1.26049,1732
2026-01-01T14:45:00+00:00,1.26049,1.26073,1.26024,1.26073,943
2026-01-01T15:00:00+00:00,1.26073,1.26126,1.26057,1.26117,2459
2026-01-01T15:15:00+00:00,1.26117,1.26120,1.26103,1.26104,830
2026-01-01T15:30:00+00:00,1.26104,1.26104,1.26065,1.26083,633
2026-01-01T15:45:00+00:00,1.26083,1.26085,1.26064,1.26073,1404
2026-01-01T16:00:00+00:00,1.26073,1.26102,1.26073,1.26092,1884
2026-01-01T16:15:00+00:00,1.26092,1.26113,1.26088,1.26113,2421
2026-01-01T16:30:00+00:00,1.26113,1.26142,1.26113,1.26139,2028
2026-01-01T16:45:00+00:00,1.26139,1.26166,1.26139,1.26142,1466
2026-01-01T17:00:00+00:00,1.26142,1.26142,1.26125,1.26142,1671
2026-01-01T17:15:00+00:00,1.26142,1.26180,1.26142,1.26172,2906
2026-01-01T17:30:00+00:00,1.26172,1.26179,1.26164,1.26179,1486
2026-01-01T17:45:00+00:00,1.26179,1.26179,1.26142,1.26145,2270
2026-01-01T18:00:00+00:00,1.26145,1.26145,1.26117,1.26137,1988
2026-01-01T18:15:00+00:00,1.26137,1.26137,1.26120,1.26120,1659
2026-01-01T18:30:00+00:00,1.26120,1.26125,1.26105,1.26105,1063
2026-01-01T18:45:00+00:00,1.26105,1.26105,1.26080,1.26090,1167
2026-01-01T19:00:00+00:00,1.26090,1.26115,1.26090,1.26115,1738
2026-01-01T19:15:00+00:00,1.26115,1.26116,1.26100,1.26100,1487
2026-01-01T19:30:00+00:00,1.26100,1.26114,1.26100,1.26114,1697
2026-01-01T19:45:00+00:00,1.26114,1.26114,1.26069,1.26069,1170
2026-01-01T20:00:00+00:00,1.26069,1.26069,1.26058,1.26061,1400
2026-01-01T20:15:00+00:00,1.26061,1.26064,1.26036,1.26043,1864
2026-01-01T20:30:00+00:00,1.26043,1.26050,1.26001,1.26001,1539
2026-01-01T20:45:00+00:00,1.26001,1.26001,1.25988,1.25989,2147
2026-01-01T21:00:00+00:00,1.25989,1.25989,1.25973,1.25973,2307
2026-01-01T21:15:00+00:00,1.25973,1.25982,1.25965,1.25982,1588
2026-01-01T21:30:00+00:00,1.25982,1.25999,1.25982,1.25987,2080
2026-01-01T21:45:00+00:00,1.25987,1.25987,1.25925,1.25925,2150
2026-01-01T22:00:00+00:00,1.25925,1.25925,1.25903,1.25903,685
2026-01-01T22:15:00+00:00,1.25903,1.25904,1.25888,1.25894,1335
2026-01-01T22:30:00+00:00,1.25894,1.25926,1.25892,1.25926,1391
2026-01-01T22:45:00+00:00,1.25926,1.25938,1.25919,1.25919,1250
2026-01-01T23:00:00+00:00,1.25919,1.25938,1.25919,1.25935,1467
2026-01-01T23:15:00+00:00,1.25935,1.25963,1.25928,1.25963,1799
2026-01-01T23:30:00+00:00,1.25963,1.25966,1.25953,1.25962,2966
2026-01-01T23:45:00+00:00,1.25962,1.25978,1.25952,1.25978,650
2026-01-02T00:00:00+00:00,1.25978,1.25985,1.25952,1.25952,2091
2026-01-02T00:15:00+00:00,1.25952,1.25965,1.25940,1.25964,2018
2026-01-02T00:30:00+00:00,1.25964,1.25976,1.25963,1.25976,1490
2026-01-02T00:45:00+00:00,1.25976,1.25976,1.25890,1.25894,2312
2026-01-02T01:00:00+00:00,1.25894,1.25894,1.25847,1.25847,1609
2026-01-02T01:15:00+00:00,1.25847,1.25870,1.25836,1.25868,1641
2026-01-02T01:30:00+00:00,1.25868,1.25907,1.25868,1.25886,1981
2026-01-02T01:45:00+00:00,1.25886,1.25940,1.25886,1.25934,1761
2026-01-02T02:00:00+00:00,1.25934,1.25939,1.25886,1.25886,1666
2026-01-02T02:15:00+00:00,1.25886,1.25899,1.25882,1.25899,1636
2026-01-02T02:30:00+00:00,1.25899,1.25911,1.25864,1.25873,2306
2026-01-02T02:45:00+00:00,1.25873,1.25878,1.25836,1.25836,1147
2026-01-02T03:00:00+00:00,1.25836,1.25872,1.25815,1.25872,1400
2026-01-02T03:15:00+00:00,1.25872,1.25915,1.25872,1.25908,1902
2026-01-02T03:30:00+00:00,1.25908,1.25908,1.25873,1.25880,1209
2026-01-02T03:45:00+00:00,1.25880,1.25946,1.25880,1.25946,1923
2026-01-02T04:00:00+00:00,1.25946,1.25990,1.25938,1.25990,1918
2026-01-02T04:15:00+00:00,1.25990,1.26010,1.25987,1.25987,1885
2026-01-02T04:30:00+00:00,1.25987,1.26017,1.25987,1.26016,977
2026-01-02T04:45:00+00:00,1.26016,1.26022,1.26005,1.26022,1316
2026-01-02T05:00:00+00:00,1.26022,1.26022,1.25992,1.25992,1229
2026-01-02T05:15:00+00:00,1.25992,1.25992,1.25961,1.25961,986
2026-01-02T05:30:00+00:00,1.25961,1.25963,1.25939,1.25963,1343
2026-01-02T05:45:00+00:00,1.25963,1.25963,1.25923,1.25924,2254
2026-01-02T06:00:00+00:00,1.25924,1.25924,1.25890,1.25891,2124
2026-01-02T06:15:00+00:00,1.25891,1.25917,1.25801,1.25801,1708
2026-01-02T06:30:00+00:00,1.25801,1.25948,1.25801,1.25948,1576
2026-01-02T06:45:00+00:00,1.25948,1.25974,1.25903,1.25903,2875
2026-01-02T07:00:00+00:00,1.25903,1.25969,1.25880,1.25969,2487
2026-01-02T07:15:00+00:00,1.25969,1.25969,1.25813,1.25883,2280
2026-01-02T07:30:00+00:00,1.25883,1.25883,1.25822,1.25822,1774
2026-01-02T07:45:00+00:00,1.25822,1.25829,1.25721,1.25770,2092
2026-01-02T08:00:00+00:00,1.25770,1.25770,1.25662,1.25736,2402
2026-01-02T08:15:00+00:00,1.25736,1.25779,1.25736,1.25762,1908
2026-01-02T08:30:00+00:00,1.25762,1.25828,1.25762,1.25828,2577
2026-01-02T08:45:00+00:00,1.25828,1.25858,1.25826,1.25826,907
2026-01-02T09:00:00+00:00,1.25826,1.25854,1.25826,1.25854,2520
2026-01-02T09:15:00+00:00,1.25854,1.25857,1.25841,1.25847,1291
2026-01-02T09:30:00+00:00,1.25847,1.25886,1.25837,1.25886,2165
2026-01-02T09:45:00+00:00,1.25886,1.25886,1.25866,1.25866,886
2026-01-02T10:00:00+00:00,1.25866,1.25866,1.25831,1.25838,1482
2026-01-02T10:15:00+00:00,1.25838,1.25842,1.25834,1.25842,1079
2026-01-02T10:30:00+00:00,1.25842,1.25871,1.25842,1.25855,2082
2026-01-02T10:45:00+00:00,1.25855,1.25855,1.25828,1.25851,1369
2026-01-02T11:00:00+00:00,1.25851,1.25872,1.25845,1.25845,2310
2026-01-02T11:15:00+00:00,1.25845,1.25860,1.25825,1.25825,1878
2026-01-02T11:30:00+00:00,1.25825,1.25876,1.25825,1.25862,1031
2026-01-02T11:45:00+00:00,1.25862,1.25894,1.25862,1.25894,1168
2026-01-02T12:00:00+00:00,1.25894,1.25894,1.25860,1.25872,2322
2026-01-02T12:15:00+00:00,1.25872,1.25872,1.25817,1.25847,1969
2026-01-02T12:30:00+00:00,1.25847,1.25902,1.25847,1.25902,1934
2026-01-02T12:45:00+00:00,1.25902,1.25904,1.25864,1.25904,2185
2026-01-02T13:00:00+00:00,1.25904,1.26051,1.25904,1.26051,1151
2026-01-02T13:15:00+00:00,1.26051,1.26079,1.26008,1.26008,1445
2026-01-02T13:30:00+00:00,1.26008,1.26008,1.25835,1.25835,1286
2026-01-02T13:45:00+00:00,1.25835,1.25891,1.25759,1.25891,1191
2026-01-02T14:00:00+00:00,1.25891,1.25891,1.25805,1.25828,1382
2026-01-02T14:15:00+00:00,1.25828,1.25832,1.25799,1.25799,1408
2026-01-02T14:30:00+00:00,1.25799,1.25799,1.25716,1.25755,2037
2026-01-02T14:45:00+00:00,1.25755,1.25804,1.25755,1.25804,1568
2026-01-02T15:00:00+00:00,1.25804,1.25804,1.25750,1.25750,1156
2026-01-02T15:15:00+00:00,1.25750,1.25751,1.25728,1.25728,1852
2026-01-02T15:30:00+00:00,1.25728,1.25750,1.25727,1.25750,1767
2026-01-02T15:45:00+00:00,1.25750,1.25772,1.25750,1.25772,1383
2026-01-02T16:00:00+00:00,1.25772,1.25779,1.25752,1.25758,1026
2026-01-02T16:15:00+00:00,1.25758,1.25769,1.25746,1.25769,2067
2026-01-02T16:30:00+00:00,1.25769,1.25792,1.25769,1.25792,1295
2026-01-02T16:45:00+00:00,1.25792,1.25792,1.25770,1.25770,1207
2026-01-02T17:00:00+00:00,1.25770,1.25770,1.25745,1.25745,1562
2026-01-02T17:15:00+00:00,1.25745,1.25777,1.25745,1.25777,1997
2026-01-02T17:30:00+00:00,1.25777,1.25796,1.25777,1.25790,1970
2026-01-02T17:45:00+00:00,1.25790,1.25808,1.25790,1.25801,1519
2026-01-02T18:00:00+00:00,1.25801,1.25820,1.25796,1.25796,1723
2026-01-02T18:15:00+00:00,1.25796,1.25816,1.25796,1.25816,1577
2026-01-02T18:30:00+00:00,1.25816,1.25816,1.25800,1.25800,648
2026-01-02T18:45:00+00:00,1.25800,1.25800,1.25785,1.25785,1580
2026-01-02T19:00:00+00:00,1.25785,1.25795,1.25756,1.25763,2198
2026-01-02T19:15:00+00:00,1.25763,1.25767,1.25720,1.25723,2465
2026-01-02T19:30:00+00:00,1.25723,1.25723,1.25700,1.25722,1011
2026-01-02T19:45:00+00:00,1.25722,1.25722,1.25700,1.25706,2540
2026-01-02T20:00:00+00:00,1.25706,1.25706,1.25674,1.25674,1900
2026-01-02T20:15:00+00:00,1.25674,1.25711,1.25674,1.25699,2061
2026-01-02T20:30:00+00:00,1.25699,1.25699,1.25679,1.25679,1629
2026-01-02T20:45:00+00:00,1.25679,1.25683,1.25665,1.25682,1388
2026-01-02T21:00:00+00:00,1.25682,1.25690,1.25677,1.25686,1928
2026-01-02T21:15:00+00:00,1.25686,1.25691,1.25662,1.25667,1562
2026-01-02T21:30:00+00:00,1.25667,1.25679,1.25655,1.25657,1876
2026-01-02T21:45:00+00:00,1.25657,1.25657,1.25638,1.25647,992
2026-01-02T22:00:00+00:00,1.25647,1.25672,1.25645,1.25672,1900
2026-01-02T22:15:00+00:00,1.25672,1.25703,1.25671,1.25703,963
2026-01-02T22:30:00+00:00,1.25703,1.25720,1.25703,1.25720,2241
2026-01-02T22:45:00+00:00,1.25720,1.25734,1.25711,1.25733,1286
2026-01-02T23:00:00+00:00,1.25733,1.25741,1.25713,1.25713,1939
2026-01-02T23:15:00+00:00,1.25713,1.25713,1.25677,1.25685,2317
2026-01-02T23:30:00+00:00,1.25685,1.25698,1.25685,1.25688,1115
2026-01-02T23:45:00+00:00,1.25688,1.25688,1.25655,1.25687,1355
2026-01-05T00:00:00+00:00,1.25687,1.25768,1.25687,1.25768,633
2026-01-05T00:15:00+00:00,1.25768,1.25837,1.25768,1.25830,2252
2026-01-05T00:30:00+00:00,1.25830,1.25843,1.25806,1.25843,1989
2026-01-05T00:45:00+00:00,1.25843,1.25859,1.25769,1.25775,1621
2026-01-05T01:00:00+00:00,1.25775,1.25776,1.25740,1.25773,1217
2026-01-05T01:15:00+00:00,1.25773,1.25811,1.25768,1.25798,2402
2026-01-05T01:30:00+00:00,1.25798,1.25798,1.25739,1.25761,1615
2026-01-05T01:45:00+00:00,1.25761,1.25794,1.25761,1.25793,1406
2026-01-05T02:00:00+00:00,1.25793,1.25811,1.25779,1.25795,2179
2026-01-05T02:15:00+00:00,1.25795,1.25851,1.25779,1.25851,1805
2026-01-05T02:30:00+00:00,1.25851,1.25851,1.25747,1.25755,2260
2026-01-05T02:45:00+00:00,1.25755,1.25770,1.25751,1.25764,2327
2026-01-05T03:00:00+00:00,1.25764,1.25764,1.25732,1.25741,2101
2026-01-05T03:15:00+00:00,1.25741,1.25741,1.25688,1.25688,1360
2026-01-05T03:30:00+00:00,1.25688,1.25705,1.25667,1.25705,1594
2026-01-05T03:45:00+00:00,1.25705,1.25738,1.25704,1.25732,763
2026-01-05T04:00:00+00:00,1.25732,1.25732,1.25713,1.25721,1211
